debate_id,claim,winner_role,winner_source,winner_confidence_label,n_total_turns,proponent_turns,proponent_confidence_mean,proponent_strong_modality_density_mean,proponent_weak_modality_density_mean,proponent_modality_balance_mean,proponent_polarity_mean,proponent_subjectivity_mean,proponent_word_count_mean,proponent_late_confidence_mean,proponent_late_strong_modality_density_mean,proponent_late_weak_modality_density_mean,proponent_late_modality_balance_mean,opponent_turns,opponent_confidence_mean,opponent_strong_modality_density_mean,opponent_weak_modality_density_mean,opponent_modality_balance_mean,opponent_polarity_mean,opponent_subjectivity_mean,opponent_word_count_mean,opponent_late_confidence_mean,opponent_late_strong_modality_density_mean,opponent_late_weak_modality_density_mean,opponent_late_modality_balance_mean,loser_role,winner_minus_loser_confidence_mean,winner_minus_loser_strong_modality_density_mean,winner_minus_loser_weak_modality_density_mean,winner_minus_loser_modality_balance_mean,winner_minus_loser_polarity_mean,winner_minus_loser_subjectivity_mean,winner_minus_loser_word_count_mean,winner_minus_loser_late_confidence_mean,winner_minus_loser_late_strong_modality_density_mean,winner_minus_loser_late_weak_modality_density_mean,winner_minus_loser_late_modality_balance_mean
debate_6e4e8528b19d,Commercial aircraft deliberately release chemical or biological agents (chemtrails) as part of secret atmospheric modification programs.,opponent,stance_trajectory,medium,8,4,51.25,0.0,0.015625,-0.25,-0.05119047619047619,0.10297619047619047,20.75,47.0,0.0,0.0625,-1.0,4,54.5,0.0,0.008928571428571428,-0.25,0.06458333333333334,0.19458333333333333,30.5,60.0,0.0,0.0,0.0,proponent,3.25,0.0,-0.006696428571428572,0.0,0.11577380952380953,0.09160714285714286,9.75,13.0,0.0,-0.0625,1.0
debate_1d8d37dc5cea,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,opponent,stance_trajectory,medium,10,5,49.0,0.0,0.0,0.0,0.031875,0.35214285714285715,20.0,44.5,0.0,0.0,0.0,5,52.4,0.0,0.0,0.0,0.024690476190476193,0.2535,34.4,53.0,0.0,0.0,0.0,proponent,3.3999999999999986,0.0,0.0,0.0,-0.007184523809523807,-0.09864285714285714,14.399999999999999,8.5,0.0,0.0,0.0
debate_12b08d34957f,The Federal Reserve is a private cartel of banks that manipulates the economy for the benefit of wealthy elites at the expense of ordinary citizens.,opponent,stance_trajectory,medium,10,5,48.6,0.0,0.0,0.0,0.11000000000000001,0.20555555555555557,23.2,43.5,0.0,0.0,0.0,5,55.0,0.0,0.0,0.0,0.09833333333333336,0.41,37.8,59.5,0.0,0.0,0.0,proponent,6.399999999999999,0.0,0.0,0.0,-0.011666666666666659,0.2044444444444444,14.599999999999998,16.0,0.0,0.0,0.0
debate_63ed3af54c61,Central bank digital currencies are designed to enable total government control over personal finances and eliminate financial privacy.,opponent,stance_trajectory,medium,6,3,52.0,0.0,0.0,0.0,0.0,0.08333333333333333,16.666666666666668,49.0,0.0,0.0,0.0,3,58.333333333333336,0.0,0.020892687559354223,-0.6666666666666666,0.13333333333333333,0.43797619047619046,37.333333333333336,75.0,0.0,0.0,0.0,proponent,6.333333333333336,0.0,0.020892687559354223,-0.6666666666666666,0.13333333333333333,0.35464285714285715,20.666666666666668,26.0,0.0,0.0,0.0
debate_b9bdb74224b8,"President Kennedy was assassinated by a conspiracy involving elements of the US government, not by a lone gunman.",opponent,stance_trajectory,medium,10,5,49.0,0.0,0.0,0.0,0.083234126984127,0.2834325396825397,29.6,44.5,0.0,0.0,0.0,5,50.8,0.0,0.012701612903225806,-0.4,0.21200000000000002,0.442,32.6,53.0,0.0,0.016129032258064516,-0.5,proponent,1.7999999999999972,0.0,0.012701612903225806,-0.4,0.12876587301587303,0.15856746031746033,3.0,8.5,0.0,0.016129032258064516,-0.5
debate_921359eef7d2,The US government had advance knowledge of the Pearl Harbor attack but allowed it to happen to justify entering World War II.,opponent,stance_trajectory,medium,10,5,49.0,0.0,0.0,0.0,-0.039999999999999994,0.18666666666666665,19.4,44.5,0.0,0.0,0.0,5,50.8,0.006060606060606061,0.0,0.2,0.10066666666666665,0.4715,30.4,53.0,0.0,0.0,0.0,proponent,1.7999999999999972,0.006060606060606061,0.0,0.2,0.14066666666666666,0.2848333333333333,11.0,8.5,0.0,0.0,0.0
debate_ab7c4e740a0c,GMO foods are deliberately designed to cause health problems and increase dependence on corporate agriculture.,,,low,10,5,58.2,0.0,0.0,0.0,0.0,0.013333333333333332,23.4,53.0,0.0,0.0,0.0,5,59.8,0.0,0.0,0.0,0.101,0.186,34.4,63.5,0.0,0.0,0.0,,,,,,,,,,,,
debate_f24d084bfd1f,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,opponent,stance_trajectory,medium,8,4,50.5,0.0,0.0,0.0,-0.015625,0.8052083333333333,22.5,46.0,0.0,0.0,0.0,4,57.75,0.0,0.0,0.0,0.025,0.20625,34.5,64.5,0.0,0.0,0.0,proponent,7.25,0.0,0.0,0.0,0.040625,-0.5989583333333333,12.0,18.5,0.0,0.0,0.0
debate_55c92b827f51,COVID-19 vaccines contain microchips designed for population tracking and control.,,,low,6,3,43.333333333333336,0.0,0.0,0.0,0.14150793650793653,0.3711904761904761,33.666666666666664,30.0,0.0,0.0,0.0,3,81.66666666666667,0.0,0.0,0.0,0.0,0.0,22.0,85.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_92c02fe85ff7,Rapid development timelines and limited long-term data make mRNA vaccines fundamentally untrustworthy compared to traditional vaccine methods.,opponent,stance_trajectory,medium,8,4,38.75,0.0,0.0,0.0,0.1217013888888889,0.6192708333333333,33.0,25.0,0.0,0.0,0.0,4,76.25,0.0,0.0,0.0,-0.2,0.35,23.25,85.0,0.0,0.0,0.0,proponent,37.5,0.0,0.0,0.0,-0.3217013888888889,-0.26927083333333335,-9.75,60.0,0.0,0.0,0.0
debate_131a2935b91f,Water fluoridation is a deliberate government program to reduce cognitive function and increase population compliance.,,,low,10,5,50.8,0.0,0.0,0.0,0.05547619047619048,0.29406746031746034,35.6,52.0,0.0,0.0,0.0,5,58.0,0.0,0.0,0.0,0.034999999999999996,0.22833333333333333,26.4,60.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_fbe72edf129d,Pharmaceutical companies have suppressed cheap effective cures for cancer and other diseases to maintain profit from expensive treatments.,opponent,stance_trajectory,medium,10,6,55.0,0.0,0.0,0.0,0.18206349206349204,0.44714285714285706,33.833333333333336,60.0,0.0,0.0,0.0,4,58.75,0.0,0.014464285714285714,-0.75,-0.02230902777777777,0.5627604166666667,44.75,70.0,0.0,0.0,0.0,proponent,3.75,0.0,0.014464285714285714,-0.75,-0.2043725198412698,0.11561755952380959,10.916666666666664,10.0,0.0,0.0,0.0
debate_b61f66d629d3,The Apollo moon landings were staged by NASA and the US government to win the Space Race against the Soviet Union.,,,low,10,5,49.0,0.012903225806451613,0.012903225806451613,0.0,0.06000000000000001,0.4925,32.4,43.0,0.016129032258064516,0.016129032258064516,0.0,5,58.4,0.0,0.0,0.0,0.013503401360544218,0.3218877551020408,45.4,63.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_6348b21abf45,The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,opponent,stance_trajectory,medium,6,3,40.0,0.0,0.0,0.0,0.02013888888888889,0.3846230158730159,33.333333333333336,30.0,0.0,0.0,0.0,3,60.0,0.0,0.017094017094017092,-0.6666666666666666,0.016666666666666666,0.0375,40.666666666666664,65.0,0.0,0.02564102564102564,-1.0,proponent,20.0,0.0,0.017094017094017092,-0.6666666666666666,-0.0034722222222222238,-0.3471230158730159,7.333333333333329,35.0,0.0,0.02564102564102564,-1.0
debate_36e40babfb29,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,,,low,10,5,55.6,0.012121212121212121,0.006060606060606061,0.2,0.17952380952380953,0.4704761904761905,38.8,53.0,0.030303030303030304,0.015151515151515152,0.5,5,59.6,0.0,0.009444444444444445,-0.4,-0.05645833333333332,0.25083333333333335,39.6,64.5,0.0,0.011111111111111112,-0.5,,,,,,,,,,,,
debate_5b2a67a4a041,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,,,low,10,5,51.8,0.012452107279693486,0.01111111111111111,0.0,0.010357142857142865,0.4195238095238095,34.8,48.5,0.013888888888888888,0.027777777777777776,-0.5,5,55.6,0.0,0.00425531914893617,-0.2,0.0033333333333333383,0.435962962962963,36.8,56.5,0.0,0.0,0.0,,,,,,,,,,,,
debate_c4fa6590ec6c,5G wireless networks cause serious health problems including immune system damage and are being deployed despite known dangers.,,,low,6,3,40.0,0.0,0.0,0.0,-0.05833333333333334,0.2138888888888889,37.0,30.0,0.0,0.0,0.0,3,75.0,0.0,0.0,0.0,-0.016666666666666663,0.35833333333333334,44.666666666666664,80.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_f415795f12b6,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,,,low,10,5,49.2,0.0,0.005128205128205128,-0.2,0.09333333333333334,0.25785714285714284,33.4,42.0,0.0,0.01282051282051282,-0.5,5,59.0,0.0,0.0,0.0,0.05277777777777778,0.23722222222222222,52.4,63.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_32eb4e9f4db2,AI-powered surveillance systems are being deployed globally as part of a coordinated plan for total population monitoring and control.,,,low,10,5,48.4,0.0,0.0,0.0,0.17500000000000002,0.4691071428571429,40.4,44.5,0.0,0.0,0.0,5,58.2,0.0,0.005128205128205128,-0.2,0.0688095238095238,0.2988095238095238,47.8,62.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_45054f5696ed,Climate change is a manufactured crisis promoted by global elites to justify increased taxation and control over populations.,,,low,8,4,41.25,0.0,0.007352941176470588,-0.25,0.059375000000000004,0.28169642857142857,32.75,25.0,0.0,0.0,0.0,4,85.0,0.0,0.0043859649122807015,-0.25,0.08791666666666666,0.40800925925925935,59.0,87.5,0.0,0.0,0.0,,,,,,,,,,,,
debate_089adc364055,Commercial aircraft deliberately release chemical or biological agents (chemtrails) as part of secret atmospheric modification programs.,opponent,stance_trajectory,medium,8,4,52.5,0.011363636363636364,0.011363636363636364,0.0,0.044861111111111115,0.4164037698412698,30.75,50.0,0.0,0.0,0.0,4,55.5,0.0,0.0,0.0,-0.09666666666666668,0.22666666666666666,31.5,56.0,0.0,0.0,0.0,proponent,3.0,-0.011363636363636364,-0.011363636363636364,0.0,-0.1415277777777778,-0.18973710317460316,0.75,6.0,0.0,0.0,0.0
debate_72c424812a38,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,opponent,stance_trajectory,medium,10,5,44.4,0.0,0.0,0.0,0.07833333333333334,0.5616666666666666,33.0,38.5,0.0,0.0,0.0,5,58.4,0.0,0.0,0.0,0.09166666666666665,0.125,27.6,61.0,0.0,0.0,0.0,proponent,14.0,0.0,0.0,0.0,0.013333333333333308,-0.43666666666666665,-5.399999999999999,22.5,0.0,0.0,0.0
debate_e9d290afb898,The Federal Reserve is a private cartel of banks that manipulates the economy for the benefit of wealthy elites at the expense of ordinary citizens.,,,low,10,5,49.8,0.0,0.0,0.0,0.08753968253968254,0.3667460317460317,42.4,47.5,0.0,0.0,0.0,5,55.4,0.0,0.035714770797962654,-1.0,0.01538095238095238,0.3555714285714286,28.8,56.0,0.0,0.04,-1.0,,,,,,,,,,,,
debate_349c0ea59cfc,Central bank digital currencies are designed to enable total government control over personal finances and eliminate financial privacy.,,,low,6,3,43.333333333333336,0.0,0.008771929824561403,-0.3333333333333333,0.12023809523809524,0.37772108843537416,34.333333333333336,35.0,0.0,0.0,0.0,3,60.0,0.0,0.008771929824561403,-0.3333333333333333,0.020833333333333332,0.42569444444444443,42.0,65.0,0.0,0.02631578947368421,-1.0,,,,,,,,,,,,
debate_60adc116d0fa,"President Kennedy was assassinated by a conspiracy involving elements of the US government, not by a lone gunman.",opponent,stance_trajectory,medium,8,4,49.5,0.009615384615384616,0.0,0.25,0.12986111111111112,0.6215277777777778,32.5,45.0,0.0,0.0,0.0,4,54.5,0.0,0.015297202797202798,-0.5,0.06520833333333334,0.34625,39.0,54.0,0.0,0.011363636363636364,-0.5,proponent,5.0,-0.009615384615384616,0.015297202797202798,-0.75,-0.06465277777777778,-0.2752777777777778,6.5,9.0,0.0,0.011363636363636364,-0.5
debate_73d1ae0a10d9,The US government had advance knowledge of the Pearl Harbor attack but allowed it to happen to justify entering World War II.,opponent,stance_trajectory,medium,10,5,48.6,0.0,0.012727272727272726,-0.4,-0.041166666666666664,0.38620238095238096,35.6,42.0,0.0,0.0,0.0,5,56.8,0.0,0.006060606060606061,-0.2,0.030000000000000006,0.37,43.4,59.5,0.0,0.0,0.0,proponent,8.199999999999996,0.0,-0.006666666666666665,0.2,0.07116666666666667,-0.016202380952380968,7.799999999999997,17.5,0.0,0.0,0.0
debate_45a22f95c796,GMO foods are deliberately designed to cause health problems and increase dependence on corporate agriculture.,,,low,10,5,49.4,0.0,0.0,0.0,-0.009404761904761905,0.22589285714285717,35.2,44.5,0.0,0.0,0.0,5,58.0,0.0,0.0,0.0,0.0,0.0625,28.6,61.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_a5fb83a96bcc,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,,,low,8,4,48.25,0.006756756756756757,0.013513513513513514,-0.25,0.04756944444444444,0.3746527777777778,36.0,39.0,0.0,0.0,0.0,4,60.5,0.0,0.016188714153561518,-0.5,-0.075,0.19374999999999998,32.5,65.5,0.0,0.032377428307123035,-1.0,,,,,,,,,,,,
debate_763ab54d47e7,COVID-19 vaccines contain microchips designed for population tracking and control.,opponent,stance_trajectory,medium,8,4,52.5,0.0,0.0,0.0,0.10763888888888887,0.36319444444444443,19.75,45.0,0.0,0.0,0.0,4,53.75,0.0,0.0,0.0,0.06913690476190476,0.16672619047619047,37.25,57.5,0.0,0.0,0.0,proponent,1.25,0.0,0.0,0.0,-0.03850198412698411,-0.19646825396825396,17.5,12.5,0.0,0.0,0.0
debate_0cb905be181c,Rapid development timelines and limited long-term data make mRNA vaccines fundamentally untrustworthy compared to traditional vaccine methods.,,,low,6,3,45.0,0.0,0.0,0.0,-0.011904761904761904,0.3265873015873016,16.0,35.0,0.0,0.0,0.0,3,58.333333333333336,0.0,0.0,0.0,0.08750000000000001,0.38958333333333334,37.666666666666664,65.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_cacc014185be,Water fluoridation is a deliberate government program to reduce cognitive function and increase population compliance.,,,low,10,5,52.0,0.0,0.0,0.0,-0.26666666666666666,0.5,16.4,49.5,0.0,0.0,0.0,5,51.0,0.0,0.0,0.0,0.17250000000000001,0.5225,28.4,51.5,0.0,0.0,0.0,,,,,,,,,,,,
debate_57be67a9ad63,Pharmaceutical companies have suppressed cheap effective cures for cancer and other diseases to maintain profit from expensive treatments.,opponent,stance_trajectory,medium,8,4,48.25,0.0,0.0,0.0,0.15,0.2,12.25,39.0,0.0,0.0,0.0,4,62.5,0.013354700854700854,0.0,0.5,0.16458333333333333,0.4375,35.25,75.0,0.01282051282051282,0.0,0.5,proponent,14.25,0.013354700854700854,0.0,0.5,0.014583333333333337,0.2375,23.0,36.0,0.01282051282051282,0.0,0.5
debate_c4655a42f17e,The Apollo moon landings were staged by NASA and the US government to win the Space Race against the Soviet Union.,,,low,10,5,52.2,0.0,0.0,0.0,0.33666666666666667,0.5533333333333333,30.6,50.0,0.0,0.0,0.0,5,57.6,0.0,0.0,0.0,0.21383333333333332,0.47908333333333336,30.0,60.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_dcea6106011b,The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,,,low,10,5,53.0,0.0,0.0,0.0,-0.22333333333333333,0.2983333333333333,18.8,45.0,0.0,0.0,0.0,5,55.0,0.0,0.006060606060606061,-0.2,0.08027777777777778,0.28869047619047616,34.8,62.5,0.0,0.0,0.0,,,,,,,,,,,,
debate_55b02b38f90f,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,,,low,10,5,57.2,0.0,0.0,0.0,0.15666666666666665,0.3088888888888889,18.0,56.5,0.0,0.0,0.0,5,52.6,0.0,0.0,0.0,0.10916666666666668,0.41875,32.2,53.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_608e2050ef8c,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,opponent,stance_trajectory,medium,8,4,52.5,0.0,0.010416666666666666,-0.25,0.19999999999999998,0.775,23.25,40.0,0.0,0.041666666666666664,-1.0,4,53.75,0.0,0.008333333333333333,-0.25,0.17552083333333335,0.46354166666666663,32.0,57.5,0.0,0.0,0.0,proponent,1.25,0.0,-0.002083333333333333,0.0,-0.024479166666666635,-0.3114583333333334,8.75,17.5,0.0,-0.041666666666666664,1.0
debate_a003abb56c8c,5G wireless networks cause serious health problems including immune system damage and are being deployed despite known dangers.,opponent,stance_trajectory,medium,10,5,53.6,0.0,0.0,0.0,0.05458333333333334,0.2743055555555555,17.0,47.5,0.0,0.0,0.0,5,54.4,0.0,0.0,0.0,-0.012857142857142855,0.12472789115646259,29.6,61.0,0.0,0.0,0.0,proponent,0.7999999999999972,0.0,0.0,0.0,-0.06744047619047619,-0.14957766439909292,12.600000000000001,13.5,0.0,0.0,0.0
debate_327a9ed87fcf,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,opponent,stance_trajectory,medium,8,4,53.0,0.0,0.0,0.0,0.05555555555555555,0.22777777777777777,25.5,45.0,0.0,0.0,0.0,4,61.0,0.008928571428571428,0.0,0.25,0.049999999999999996,0.2110119047619048,29.5,72.5,0.0,0.0,0.0,proponent,8.0,0.008928571428571428,0.0,0.25,-0.005555555555555557,-0.016765873015872984,4.0,27.5,0.0,0.0,0.0
debate_2f4fb372f4fc,The Federal Reserve is a private cartel of banks that manipulates the economy for the benefit of wealthy elites at the expense of ordinary citizens.,opponent,outcome_summary,high,10,5,55.0,0.0,0.0,0.0,0.0,0.47972222222222227,22.8,52.5,0.0,0.0,0.0,5,52.4,0.0,0.0,0.0,0.06666666666666668,0.6241666666666668,32.0,54.5,0.0,0.0,0.0,proponent,-2.6000000000000014,0.0,0.0,0.0,0.06666666666666668,0.1444444444444445,9.2,2.0,0.0,0.0,0.0
debate_a61980d0613e,AI-powered surveillance systems are being deployed globally as part of a coordinated plan for total population monitoring and control.,,,low,10,5,57.0,0.0,0.0,0.0,0.15,0.575,20.4,45.0,0.0,0.0,0.0,5,63.0,0.006666666666666666,0.0,0.2,0.05500000000000001,0.5508333333333333,30.4,75.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_1ba90398ac60,Central bank digital currencies are designed to enable total government control over personal finances and eliminate financial privacy.,,,low,10,5,57.0,0.0,0.04444444444444444,-0.8,-0.025,0.2628333333333333,18.0,56.0,0.0,0.05555555555555555,-1.0,5,53.2,0.0,0.011378205128205128,-0.4,0.026625000000000003,0.40020833333333333,35.6,55.5,0.0,0.015625,-0.5,,,,,,,,,,,,
debate_4d0afbfbdc22,Climate change is a manufactured crisis promoted by global elites to justify increased taxation and control over populations.,,,low,6,3,45.0,0.0,0.0,0.0,-0.013888888888888888,0.11944444444444445,17.666666666666668,35.0,0.0,0.0,0.0,3,65.0,0.00980392156862745,0.0,0.3333333333333333,0.04833333333333334,0.3642063492063492,30.666666666666668,85.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_0e25d351c48e,Commercial aircraft deliberately release chemical or biological agents (chemtrails) as part of secret atmospheric modification programs.,,,low,6,3,45.0,0.0,0.0,0.0,0.09499999999999999,0.42365079365079367,20.0,35.0,0.0,0.0,0.0,3,66.66666666666667,0.0,0.0,0.0,-0.0004761904761904784,0.26751322751322754,40.0,85.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_99ad2e03ea03,"President Kennedy was assassinated by a conspiracy involving elements of the US government, not by a lone gunman.",,,low,10,5,55.4,0.0,0.010526315789473684,-0.2,0.0225,0.41500000000000004,22.2,54.5,0.0,0.0,0.0,5,50.6,0.0,0.0,0.0,0.20833333333333334,0.5166666666666667,34.4,52.5,0.0,0.0,0.0,,,,,,,,,,,,
debate_5db528813741,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,,,low,10,5,52.4,0.0,0.0,0.0,0.045,0.34416666666666673,21.8,50.5,0.0,0.0,0.0,5,57.4,0.0,0.0,0.0,0.16064625850340136,0.35581632653061224,38.4,59.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_f919f81e189c,The US government had advance knowledge of the Pearl Harbor attack but allowed it to happen to justify entering World War II.,opponent,stance_trajectory,medium,10,5,55.0,0.0,0.006896551724137931,-0.2,0.06555555555555556,0.19555555555555557,24.4,50.0,0.0,0.0,0.0,5,48.0,0.00425531914893617,0.0,0.2,0.2,0.41722222222222216,38.0,47.5,0.0,0.0,0.0,proponent,-7.0,0.00425531914893617,-0.006896551724137931,0.4,0.13444444444444445,0.2216666666666666,13.600000000000001,-2.5,0.0,0.0,0.0
debate_eb75d924d828,GMO foods are deliberately designed to cause health problems and increase dependence on corporate agriculture.,opponent,stance_trajectory,medium,8,4,41.25,0.0,0.016666666666666666,-0.25,0.05625,0.16041666666666668,15.75,30.0,0.0,0.0,0.0,4,60.0,0.0,0.0,0.0,0.006398809523809524,0.2764732142857143,36.5,65.0,0.0,0.0,0.0,proponent,18.75,0.0,-0.016666666666666666,0.25,-0.04985119047619048,0.11605654761904763,20.75,35.0,0.0,0.0,0.0
debate_a615b6a5324c,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,opponent,stance_trajectory,medium,8,4,52.5,0.0,0.0,0.0,0.0,0.14166666666666666,16.75,50.0,0.0,0.0,0.0,4,71.25,0.0,0.0,0.0,0.09583333333333334,0.5,31.75,86.5,0.0,0.0,0.0,proponent,18.75,0.0,0.0,0.0,0.09583333333333334,0.35833333333333334,15.0,36.5,0.0,0.0,0.0
