run_id,turn_index,confidence_delta_within_role,model_name,debate_role,abs_delta,is_turning_point
run_20260209_032052,11,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_033256,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_033256,5,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_033256,7,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_033256,8,5.0,dolphin-yi-34b,opponent,5.0,1
run_20260209_033256,10,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_033256,11,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_033256,13,16.0,gemma3:27b,proponent,16.0,1
run_20260209_033256,14,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_034539,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_034539,5,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_034539,7,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_034539,8,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_034539,10,-15.0,gemma3:27b,proponent,15.0,1
run_20260209_034539,11,50.0,gemma3:27b,proponent,50.0,1
run_20260209_034539,13,-10.0,gemma3:27b,proponent,10.0,1
run_20260209_034539,14,15.0,dolphin-yi-34b,opponent,15.0,1
run_20260209_035703,4,-2.0,gemma3:27b,proponent,2.0,0
run_20260209_035703,5,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_035703,7,-2.0,gemma3:27b,proponent,2.0,0
run_20260209_035703,8,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_035703,10,-3.0,gemma3:27b,proponent,3.0,0
run_20260209_035703,11,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260209_035703,13,-10.0,gemma3:27b,proponent,10.0,1
run_20260209_035703,14,10.0,dolphin-yi-34b,opponent,10.0,1
run_20260209_040419,4,-10.0,gemma3:27b,proponent,10.0,1
run_20260209_040419,5,5.0,dolphin-yi-34b,opponent,5.0,1
run_20260209_040419,7,-10.0,gemma3:27b,proponent,10.0,1
run_20260209_040419,8,5.0,dolphin-yi-34b,opponent,5.0,1
run_20260209_041334,4,5.0,gemma3:27b,proponent,5.0,1
run_20260209_041334,5,-1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_041334,7,-3.0,gemma3:27b,proponent,3.0,0
run_20260209_041334,8,6.0,dolphin-yi-34b,opponent,6.0,1
run_20260209_041334,10,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_041334,11,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260209_041334,13,-6.0,gemma3:27b,proponent,6.0,1
run_20260209_041334,14,5.0,dolphin-yi-34b,opponent,5.0,1
run_20260209_042417,4,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_042417,5,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_042417,7,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_042417,8,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_042417,10,-2.0,gemma3:27b,proponent,2.0,0
run_20260209_042417,11,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_042417,13,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_042417,14,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_043103,4,-10.0,gemma3:27b,proponent,10.0,1
run_20260209_043103,5,5.0,dolphin-yi-34b,opponent,5.0,1
run_20260209_043103,7,-10.0,gemma3:27b,proponent,10.0,1
run_20260209_043103,8,5.0,dolphin-yi-34b,opponent,5.0,1
run_20260209_044155,4,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_044155,5,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_044155,7,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_044155,8,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260209_044155,10,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_044155,11,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260209_044155,13,-12.0,gemma3:27b,proponent,12.0,1
run_20260209_044155,14,6.0,dolphin-yi-34b,opponent,6.0,1
run_20260209_045507,4,2.0,gemma3:27b,proponent,2.0,0
run_20260209_045507,5,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_045507,7,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_045507,8,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260209_045507,10,-6.0,gemma3:27b,proponent,6.0,1
run_20260209_045507,11,4.0,dolphin-yi-34b,opponent,4.0,0
run_20260209_045507,13,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_045507,14,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260209_050410,4,-10.0,gemma3:27b,proponent,10.0,1
run_20260209_050410,5,5.0,dolphin-yi-34b,opponent,5.0,1
run_20260209_050410,7,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_050410,8,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_050410,10,-15.0,gemma3:27b,proponent,15.0,1
run_20260209_050410,11,5.0,dolphin-yi-34b,opponent,5.0,1
run_20260209_051337,4,-2.0,gemma3:27b,proponent,2.0,0
run_20260209_051337,5,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_051337,7,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_051337,8,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_051337,10,-2.0,gemma3:27b,proponent,2.0,0
run_20260209_051337,11,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260209_052413,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_052413,5,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_052413,7,-10.0,gemma3:27b,proponent,10.0,1
run_20260209_052413,8,5.0,dolphin-yi-34b,opponent,5.0,1
run_20260209_052413,10,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_052413,11,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_052413,13,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_052413,14,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_053539,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_053539,5,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_053539,7,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_053539,8,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_053539,10,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_053539,11,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_053539,13,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_053539,14,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260209_054231,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_054231,5,5.0,dolphin-yi-34b,opponent,5.0,1
run_20260209_054231,7,-10.0,gemma3:27b,proponent,10.0,1
run_20260209_054231,8,5.0,dolphin-yi-34b,opponent,5.0,1
run_20260209_055141,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_055141,5,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_055141,7,-2.0,gemma3:27b,proponent,2.0,0
run_20260209_055141,8,-2.0,dolphin-yi-34b,opponent,2.0,0
run_20260209_055141,10,-3.0,gemma3:27b,proponent,3.0,0
run_20260209_055141,11,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260209_060420,4,-2.0,gemma3:27b,proponent,2.0,0
run_20260209_060420,5,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_060420,7,-2.0,gemma3:27b,proponent,2.0,0
run_20260209_060420,8,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_060420,10,-4.0,gemma3:27b,proponent,4.0,0
run_20260209_060420,11,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260209_060420,13,-10.0,gemma3:27b,proponent,10.0,1
run_20260209_060420,14,5.0,dolphin-yi-34b,opponent,5.0,1
run_20260209_061634,4,-3.0,gemma3:27b,proponent,3.0,0
run_20260209_061634,5,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_061634,7,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_061634,8,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_061634,10,-6.0,gemma3:27b,proponent,6.0,1
run_20260209_061634,11,4.0,dolphin-yi-34b,opponent,4.0,0
run_20260209_061634,13,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_061634,14,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_062506,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_062506,5,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_062506,7,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_062506,8,6.0,dolphin-yi-34b,opponent,6.0,1
run_20260209_062506,10,-10.0,gemma3:27b,proponent,10.0,1
run_20260209_062506,11,7.0,dolphin-yi-34b,opponent,7.0,1
run_20260209_063410,4,5.0,dolphin-yi-34b,proponent,5.0,1
run_20260209_063410,5,0.0,gemma3:27b,opponent,0.0,0
run_20260209_063410,7,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_063410,8,5.0,gemma3:27b,opponent,5.0,1
run_20260209_063410,10,-5.0,dolphin-yi-34b,proponent,5.0,1
run_20260209_063410,11,5.0,gemma3:27b,opponent,5.0,1
run_20260209_063933,4,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_063933,5,10.0,gemma3:27b,opponent,10.0,1
run_20260209_063933,7,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_063933,8,5.0,gemma3:27b,opponent,5.0,1
run_20260209_064936,4,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_064936,5,2.0,gemma3:27b,opponent,2.0,0
run_20260209_064936,7,-2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_064936,8,-2.0,gemma3:27b,opponent,2.0,0
run_20260209_064936,10,-2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_064936,11,1.0,gemma3:27b,opponent,1.0,0
run_20260209_064936,13,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_064936,14,1.0,gemma3:27b,opponent,1.0,0
run_20260209_065814,4,-5.0,dolphin-yi-34b,proponent,5.0,1
run_20260209_065814,5,0.0,gemma3:27b,opponent,0.0,0
run_20260209_065814,7,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_065814,8,25.0,gemma3:27b,opponent,25.0,1
run_20260209_065814,10,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_065814,11,0.0,gemma3:27b,opponent,0.0,0
run_20260209_070914,4,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_070914,5,1.0,gemma3:27b,opponent,1.0,0
run_20260209_070914,7,-2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_070914,8,1.0,gemma3:27b,opponent,1.0,0
run_20260209_070914,10,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_070914,11,2.0,gemma3:27b,opponent,2.0,0
run_20260209_070914,13,-2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_070914,14,2.0,gemma3:27b,opponent,2.0,0
run_20260209_072058,4,5.0,dolphin-yi-34b,proponent,5.0,1
run_20260209_072058,5,0.0,gemma3:27b,opponent,0.0,0
run_20260209_072058,7,0.0,dolphin-yi-34b,proponent,0.0,0
run_20260209_072058,8,0.0,gemma3:27b,opponent,0.0,0
run_20260209_072058,10,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_072058,11,10.0,gemma3:27b,opponent,10.0,1
run_20260209_072058,13,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_072058,14,5.0,gemma3:27b,opponent,5.0,1
run_20260209_073159,4,5.0,dolphin-yi-34b,proponent,5.0,1
run_20260209_073159,5,2.0,gemma3:27b,opponent,2.0,0
run_20260209_073159,7,-2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_073159,8,3.0,gemma3:27b,opponent,3.0,0
run_20260209_073159,10,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_073159,11,-3.0,gemma3:27b,opponent,3.0,0
run_20260209_073159,13,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_073159,14,2.0,gemma3:27b,opponent,2.0,0
run_20260209_074049,4,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_074049,5,0.0,gemma3:27b,opponent,0.0,0
run_20260209_074049,7,-5.0,dolphin-yi-34b,proponent,5.0,1
run_20260209_074049,8,5.0,gemma3:27b,opponent,5.0,1
run_20260209_074049,10,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_074049,11,5.0,gemma3:27b,opponent,5.0,1
run_20260209_075053,4,5.0,dolphin-yi-34b,proponent,5.0,1
run_20260209_075053,5,2.0,gemma3:27b,opponent,2.0,0
run_20260209_075053,7,-2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_075053,8,-4.0,gemma3:27b,opponent,4.0,0
run_20260209_075053,10,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_075053,11,12.0,gemma3:27b,opponent,12.0,1
run_20260209_075053,13,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_075053,14,2.0,gemma3:27b,opponent,2.0,0
run_20260209_075942,4,2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_075942,5,-1.0,gemma3:27b,opponent,1.0,0
run_20260209_075942,7,-2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_075942,8,26.0,gemma3:27b,opponent,26.0,1
run_20260209_075942,10,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_075942,11,-5.0,gemma3:27b,opponent,5.0,1
run_20260209_080440,4,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_080440,5,0.0,gemma3:27b,opponent,0.0,0
run_20260209_080440,7,-2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_080440,8,3.0,gemma3:27b,opponent,3.0,0
run_20260209_080440,10,-2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_080440,11,1.0,gemma3:27b,opponent,1.0,0
run_20260209_080440,13,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_080440,14,1.0,gemma3:27b,opponent,1.0,0
run_20260209_081023,4,5.0,dolphin-yi-34b,proponent,5.0,1
run_20260209_081023,5,-5.0,gemma3:27b,opponent,5.0,1
run_20260209_081023,7,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_081023,8,10.0,gemma3:27b,opponent,10.0,1
run_20260209_081023,10,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_081023,11,5.0,gemma3:27b,opponent,5.0,1
run_20260209_081023,13,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_081023,14,20.0,gemma3:27b,opponent,20.0,1
run_20260209_081515,4,5.0,dolphin-yi-34b,proponent,5.0,1
run_20260209_081515,5,2.0,gemma3:27b,opponent,2.0,0
run_20260209_081515,7,-2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_081515,8,1.0,gemma3:27b,opponent,1.0,0
run_20260209_081515,10,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_081515,11,2.0,gemma3:27b,opponent,2.0,0
run_20260209_081515,13,-2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_081515,14,1.0,gemma3:27b,opponent,1.0,0
run_20260209_081542,4,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_081542,5,10.0,gemma3:27b,opponent,10.0,1
run_20260209_081542,7,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_081542,8,25.0,gemma3:27b,opponent,25.0,1
run_20260209_082234,4,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_082234,5,15.0,gemma3:27b,opponent,15.0,1
run_20260209_082234,7,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_082234,8,20.0,gemma3:27b,opponent,20.0,1
run_20260209_082709,4,2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_082709,5,-2.0,gemma3:27b,opponent,2.0,0
run_20260209_082709,7,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_082709,8,2.0,gemma3:27b,opponent,2.0,0
run_20260209_082709,10,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_082709,11,2.0,gemma3:27b,opponent,2.0,0
run_20260209_082709,13,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_082709,14,1.0,gemma3:27b,opponent,1.0,0
run_20260209_083248,4,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_083248,5,1.0,gemma3:27b,opponent,1.0,0
run_20260209_083248,7,-2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_083248,8,2.0,gemma3:27b,opponent,2.0,0
run_20260209_083248,10,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_083248,11,2.0,gemma3:27b,opponent,2.0,0
run_20260209_083248,13,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_083248,14,-2.0,gemma3:27b,opponent,2.0,0
run_20260209_083739,4,10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_083739,5,-5.0,gemma3:27b,opponent,5.0,1
run_20260209_083739,7,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_083739,8,5.0,gemma3:27b,opponent,5.0,1
run_20260209_083739,10,0.0,dolphin-yi-34b,proponent,0.0,0
run_20260209_083739,11,-5.0,gemma3:27b,opponent,5.0,1
run_20260209_083739,13,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_083739,14,5.0,gemma3:27b,opponent,5.0,1
run_20260209_084651,4,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_084651,5,10.0,gemma3:27b,opponent,10.0,1
run_20260209_084651,7,-10.0,dolphin-yi-34b,proponent,10.0,1
run_20260209_084651,8,5.0,gemma3:27b,opponent,5.0,1
run_20260209_084651,10,-5.0,dolphin-yi-34b,proponent,5.0,1
run_20260209_084651,11,0.0,gemma3:27b,opponent,0.0,0
run_20260209_085513,4,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_085513,5,2.0,gemma3:27b,opponent,2.0,0
run_20260209_085513,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_085513,8,28.0,gemma3:27b,opponent,28.0,1
run_20260209_085513,10,-1.0,dolphin-yi-34b,proponent,1.0,0
run_20260209_085513,11,3.0,gemma3:27b,opponent,3.0,0
