group_type,group_name,rank,term,target_tfidf_mean,other_tfidf_mean,tfidf_gap
topic,election_fraud,21,transparency,0.026290970307400793,0.004409813704129108,0.021881156603271685
topic,election_fraud,22,results,0.02241867018105694,0.0008464571589088934,0.021572213022148044
topic,election_fraud,23,opacity,0.021809774323672988,0.0010865556475625857,0.020723218676110402
topic,election_fraud,24,election integrity,0.019162412070405387,0.0,0.019162412070405387
topic,election_fraud,25,modern,0.018012064208611952,0.0003246552034678631,0.017687409005144088
topic,election_fraud,26,designed,0.02485605027347808,0.0074683884300259275,0.017387661843452154
topic,election_fraud,27,machine,0.01733293191455939,0.0,0.01733293191455939
topic,election_fraud,28,claim electronic,0.0170432175063686,0.0,0.0170432175063686
topic,election_fraud,29,voting machine,0.016846019205377736,0.0,0.016846019205377736
topic,election_fraud,30,statistical,0.01583371212868424,0.0005855336144555479,0.015248178514228692
topic,federal_reserve,1,federal,0.10708915987223874,0.0,0.10708915987223874
topic,federal_reserve,2,federal reserve,0.10675309676238033,0.0,0.10675309676238033
topic,federal_reserve,3,reserve,0.10675309676238033,0.0,0.10675309676238033
topic,federal_reserve,4,fed,0.06494815466734398,0.0,0.06494815466734398
topic,federal_reserve,5,structure,0.06172076992035727,0.001278054727409422,0.060442715192947846
topic,federal_reserve,6,economic,0.0573046455258374,0.0019075758274937243,0.05539706969834368
topic,federal_reserve,7,private,0.05398042017392355,0.0007858530396734119,0.05319456713425014
topic,federal_reserve,8,banks,0.052402003647872564,0.0017618309900349607,0.0506401726578376
topic,federal_reserve,9,policies,0.040016034546593776,0.0030598728653763478,0.03695616168121743
topic,federal_reserve,10,citizens,0.03590303870645052,0.00013107857587529745,0.03577196013057522
topic,federal_reserve,11,wealth,0.03266038592571504,0.0007013785318801516,0.031959007393834886
topic,federal_reserve,12,reserve structure,0.028735888154450513,0.0,0.028735888154450513
topic,federal_reserve,13,stability,0.028844394305184623,0.00014860811215183447,0.02869578619303279
topic,federal_reserve,14,inequality,0.02718616859524394,0.0,0.02718616859524394
topic,federal_reserve,15,ordinary citizens,0.02510826262463864,0.0,0.02510826262463864
topic,federal_reserve,16,ordinary,0.02510826262463864,0.0,0.02510826262463864
topic,federal_reserve,17,institutions,0.029249818527982644,0.004514716644949957,0.024735101883032688
topic,federal_reserve,18,cartel,0.022731843389400555,0.0,0.022731843389400555
topic,federal_reserve,19,favor certain,0.022617195394153786,0.0,0.022617195394153786
topic,federal_reserve,20,wealthy,0.02207498736547793,0.0,0.02207498736547793
topic,federal_reserve,21,favor,0.022848029760105186,0.0011496743962712411,0.021698355363833945
topic,federal_reserve,22,economy,0.021808871023801295,0.00019327249580182766,0.021615598527999467
topic,federal_reserve,23,mandate,0.021596482101317514,0.0,0.021596482101317514
topic,federal_reserve,24,economic stability,0.02135225507865037,0.0,0.02135225507865037
topic,federal_reserve,25,central banks,0.022538212184136833,0.001967100179081785,0.02057111200505505
topic,federal_reserve,26,private cartel,0.019943001723083914,0.0,0.019943001723083914
topic,federal_reserve,27,central,0.024770990963274796,0.004860871294563035,0.019910119668711763
topic,federal_reserve,28,benefit,0.021599697303118368,0.002601761279453656,0.018997936023664713
topic,federal_reserve,29,conflicts,0.02114486070536027,0.002468785825412931,0.01867607487994734
topic,federal_reserve,30,certain,0.019566638076143325,0.0010589477668692462,0.01850769030927408
topic,flat_earth,1,earth,0.14038751231760047,0.00016737168948639588,0.14022014062811408
topic,flat_earth,2,space,0.09327324652340714,0.0020541590583500395,0.09121908746505711
topic,flat_earth,3,space agencies,0.08485253300634477,0.0,0.08485253300634477
topic,flat_earth,4,spherical,0.07043118004446883,0.0,0.07043118004446883
topic,flat_earth,5,deception,0.060753001293335954,0.0017589197287061237,0.05899408156462983
topic,flat_earth,6,spherical earth,0.05684618065466839,0.0,0.05684618065466839
topic,flat_earth,7,agencies,0.06093453792546742,0.007765340750227652,0.05316919717523977
topic,flat_earth,8,shape,0.04902752953047507,0.0006560099821233672,0.0483715195483517
topic,flat_earth,9,model,0.04760071721692963,0.00039525553236959563,0.04720546168456003
topic,flat_earth,10,flat,0.04497293802512713,0.0,0.04497293802512713
topic,flat_earth,11,satellite,0.04429551476919653,0.0,0.04429551476919653
topic,flat_earth,12,earth model,0.03870120757442655,0.0,0.03870120757442655
topic,flat_earth,13,earth shape,0.031150730833207865,0.0,0.031150730833207865
topic,flat_earth,14,flat earth,0.03109971645421332,0.0,0.03109971645421332
topic,flat_earth,15,independent,0.034346391076321474,0.0070604476476616084,0.027285943428659865
topic,flat_earth,16,data,0.03471568172791747,0.00855020803977421,0.02616547368814326
topic,flat_earth,17,agencies worldwide,0.025185940049047874,0.0,0.025185940049047874
topic,flat_earth,18,coordinated deception,0.024223852439911955,0.0,0.024223852439911955
topic,flat_earth,19,worldwide,0.023759732543987628,0.00043041023521623586,0.023329322308771393
topic,flat_earth,20,massive,0.022975574450382532,0.0,0.022975574450382532
topic,flat_earth,21,imagery,0.021739755867728534,0.00021819245800387937,0.021521563409724654
topic,flat_earth,22,independent verification,0.020497881801166573,0.0011728099439786005,0.019325071857187973
topic,flat_earth,23,verification,0.020395524888288996,0.0014475593707734434,0.018947965517515552
topic,flat_earth,24,lines evidence,0.018521631975049822,0.0003239921515547009,0.01819763982349512
topic,flat_earth,25,including satellite,0.018012249344668368,0.0,0.018012249344668368
topic,flat_earth,26,phenomena,0.019900743982981944,0.0025823095438149775,0.017318434439166967
topic,flat_earth,27,lines,0.01784714000106792,0.0005671783725774159,0.017279961628490506
topic,flat_earth,28,time zones,0.017227212172660242,0.0,0.017227212172660242
topic,flat_earth,29,zones,0.017227212172660242,0.0,0.017227212172660242
topic,flat_earth,30,observations,0.01811213922179839,0.0010354760911017679,0.017076663130696623
topic,fluoride_water,1,fluoridation,0.14840323751434467,0.0,0.14840323751434467
topic,fluoride_water,2,water fluoridation,0.11628592253590576,0.0,0.11628592253590576
topic,fluoride_water,3,water,0.11635850637040406,0.0001243306589805326,0.11623417571142353
topic,fluoride_water,4,health,0.07550761224228253,0.010670601450384514,0.06483701079189802
topic,fluoride_water,5,public health,0.05517400142559306,0.004933504206829684,0.05024049721876338
topic,fluoride_water,6,population,0.051452226997012775,0.0034795290299547738,0.047972697967058
topic,fluoride_water,7,dental,0.042871360451402885,0.0,0.042871360451402885
topic,fluoride_water,8,public,0.04954952503437775,0.008372075638106425,0.041177449396271326
topic,fluoride_water,9,cognitive,0.03900462666935174,0.0005569537006081022,0.038447672968743636
topic,fluoride_water,10,fluoride,0.03703286551176154,3.818588750099983e-05,0.03699467962426054
topic,fluoride_water,11,dental health,0.033555270957547165,0.0,0.033555270957547165
topic,fluoride_water,12,control,0.04695837341798427,0.016346343105546463,0.030612030312437807
topic,fluoride_water,13,cognitive function,0.02868819908552297,0.0,0.02868819908552297
topic,fluoride_water,14,program,0.028576465729962582,0.001509935063704307,0.027066530666258276
topic,fluoride_water,15,claim water,0.0267078246626584,0.0,0.0267078246626584
topic,fluoride_water,16,control population,0.026728537368998415,9.288044129945732e-05,0.026635656927698956
topic,fluoride_water,17,function,0.025761781183229925,0.0009486795395059656,0.02481310164372396
topic,fluoride_water,18,social control,0.023572190119839673,0.0001884204143835761,0.023383769705456095
topic,fluoride_water,19,effects,0.027489343415790516,0.004357922138705777,0.02313142127708474
topic,fluoride_water,20,fluoridation deliberate,0.02177298768057755,0.0,0.02177298768057755
topic,fluoride_water,21,decay,0.021695208689084512,0.0,0.021695208689084512
topic,fluoride_water,22,tooth,0.021695208689084512,0.0,0.021695208689084512
topic,fluoride_water,23,tooth decay,0.021695208689084512,0.0,0.021695208689084512
topic,fluoride_water,24,health measure,0.020797068006552677,0.00010041394094035064,0.020696654065612326
topic,fluoride_water,25,neurological,0.0201527161890246,8.184824398746786e-05,0.02007086794503713
topic,fluoride_water,26,measure,0.02045644837201206,0.0004897996455137631,0.019966648726498296
topic,fluoride_water,27,compliance,0.019027011362279276,6.440552958667859e-05,0.018962605832692596
topic,fluoride_water,28,reduce,0.01882248328256058,0.0002607246064190534,0.018561758676141526
topic,fluoride_water,29,reducing tooth,0.018518257468880524,0.0,0.018518257468880524
topic,fluoride_water,30,means,0.01984130507288751,0.00149124527511629,0.01835005979777122
topic,food_additives,1,additives,0.10023441555320346,0.0,0.10023441555320346
topic,food_additives,2,regulatory,0.09084925821204531,0.004732684550828887,0.08611657366121643
topic,food_additives,3,food,0.08166099031556791,0.0010244947324239645,0.08063649558314394
topic,food_additives,4,industry,0.08257670934165756,0.005641022880885893,0.07693568646077167
topic,food_additives,5,approval,0.07569698143016802,0.0008365827994070201,0.07486039863076101
topic,food_additives,6,regulatory agencies,0.0737003441701999,0.0009650261118175442,0.07273531805838235
topic,food_additives,7,food additives,0.06640328968577265,0.0,0.06640328968577265
topic,food_additives,8,agencies,0.058605159683445505,0.007565113955983085,0.05104004572746242
topic,food_additives,9,process,0.049033226783657666,0.0019372943270690808,0.047095932456588586
topic,food_additives,10,approval process,0.04680409203015563,0.00037488453547970894,0.046429207494675925
topic,food_additives,11,harmful,0.044592382981695426,0.0011485755831752182,0.04344380739852021
topic,food_additives,12,chronic,0.04091973653800953,2.8734312099285915e-05,0.040891002225910245
topic,food_additives,13,medical industry,0.03746585212156083,0.0,0.03746585212156083
topic,food_additives,14,medical,0.03729566358109109,0.0003247876125734078,0.03697087596851768
topic,food_additives,15,harm,0.03808148362530577,0.004363908105810296,0.033717575519495474
topic,food_additives,16,diseases,0.03384961609965406,0.0006741255958427162,0.03317549050381135
topic,food_additives,17,chronic diseases,0.03272008985944423,0.0,0.03272008985944423
topic,food_additives,18,additive,0.032696225712776215,0.0,0.032696225712776215
topic,food_additives,19,approved,0.032736921969774166,0.00019860176012052768,0.03253832020965364
topic,food_additives,20,intentionally,0.029581771801560942,0.0010775580722240858,0.028504213729336855
topic,food_additives,21,industry influence,0.02751862928516826,0.0006693059527019359,0.026849323332466323
topic,food_additives,22,public health,0.033175884469239116,0.006339085252827659,0.026836799216411456
topic,food_additives,23,benefit medical,0.02601399882432623,0.0,0.02601399882432623
topic,food_additives,24,influence,0.034097607574691984,0.008357948127365745,0.025739659447326237
topic,food_additives,25,create chronic,0.024594362752796004,0.0,0.024594362752796004
topic,food_additives,26,approvals,0.024853573849149466,0.0004373198624753462,0.02441625398667412
topic,food_additives,27,designed create,0.024202671752315722,0.0009954140001735916,0.023207257752142132
topic,food_additives,28,health,0.035948033355341524,0.013081435486138143,0.022866597869203382
topic,food_additives,29,benefit,0.025086146056955624,0.0025314804209961832,0.02255466563595944
topic,food_additives,30,additives approved,0.02207600882404541,0.0,0.02207600882404541
topic,gmo_dangers,1,gmo,0.09693192679621568,0.0,0.09693192679621568
topic,gmo_dangers,2,corporate,0.08666994807082513,0.001973391874537331,0.0846965561962878
topic,gmo_dangers,3,gmos,0.07124417341528147,0.0,0.07124417341528147
topic,gmo_dangers,4,health,0.06245190539160232,0.011509649175142647,0.050942256216459675
topic,gmo_dangers,5,research,0.051810852340840846,0.007244042534019032,0.04456680980682182
topic,gmo_dangers,6,agriculture,0.040385796045022265,0.0,0.040385796045022265
topic,gmo_dangers,7,foods,0.03968717541351349,7.464991537783532e-05,0.03961252549813566
topic,gmo_dangers,8,gmo foods,0.03868925440257878,0.0,0.03868925440257878
topic,gmo_dangers,9,corporations,0.039667619070018936,0.001790763298143221,0.03787685577187572
topic,gmo_dangers,10,designed cause,0.03578455787240015,0.0,0.03578455787240015
topic,gmo_dangers,11,problems,0.03511571319075839,0.0010368342132984747,0.03407887897745991
topic,gmo_dangers,12,harm,0.03821502752350964,0.0042530715433715,0.03396195598013814
topic,gmo_dangers,13,cause,0.03487775127568932,0.0012433117823380047,0.03363443949335131
topic,gmo_dangers,14,deliberately designed,0.0327037083108685,0.0004906797797383959,0.03221302853113011
topic,gmo_dangers,15,health problems,0.033077353290473656,0.0009568222754924277,0.032120531014981225
topic,gmo_dangers,16,foods deliberately,0.030483632105511558,0.0,0.030483632105511558
topic,gmo_dangers,17,cause health,0.030205806001998004,0.0006374817501085741,0.02956832425188943
topic,gmo_dangers,18,corporate agriculture,0.029223738199184415,0.0,0.029223738199184415
topic,gmo_dangers,19,dependence,0.02827530606554887,0.0,0.02827530606554887
topic,gmo_dangers,20,increase dependence,0.027283867328395463,0.0,0.027283867328395463
topic,gmo_dangers,21,increase,0.028351606377557133,0.0012608432404159905,0.027090763137141143
topic,gmo_dangers,22,dependence corporate,0.02690454641118356,0.0,0.02690454641118356
topic,gmo_dangers,23,studies,0.030361153721635264,0.003480320443358502,0.026880833278276763
topic,gmo_dangers,24,problems increase,0.02549251989532557,0.0,0.02549251989532557
topic,gmo_dangers,25,supply,0.02538861347033625,0.0003625419726814396,0.02502607149765481
topic,gmo_dangers,26,deliberately,0.02822541750694751,0.003631307617749252,0.02459410988919826
topic,gmo_dangers,27,gmo research,0.023513355186841386,0.0,0.023513355186841386
topic,gmo_dangers,28,monsanto,0.023331553557877287,7.448816578426337e-05,0.023257065392093025
topic,gmo_dangers,29,food supply,0.02250389758645729,0.00030083572179072344,0.022203061864666567
topic,gmo_dangers,30,designed,0.02668921639595812,0.007311263667057063,0.019377952728901054
topic,jfk_assassination,1,assassination,0.08421087144283254,2.719445533932476e-05,0.08418367698749321
topic,jfk_assassination,2,conspiracy,0.06714296683951879,0.004578756695936953,0.06256421014358184
topic,jfk_assassination,3,kennedy,0.05070109247890289,0.0,0.05070109247890289
topic,jfk_assassination,4,warren commission,0.049608441058984314,0.0,0.049608441058984314
topic,jfk_assassination,5,warren,0.049608441058984314,0.0,0.049608441058984314
topic,jfk_assassination,6,commission,0.048602495564789905,0.0004522756781696429,0.048150219886620264
topic,jfk_assassination,7,president,0.042265146172022455,8.461802298732024e-05,0.04218052814903513
topic,jfk_assassination,8,government,0.05224706441901423,0.011654056998892033,0.040593007420122194
topic,jfk_assassination,9,lone,0.04059188427888781,0.0,0.04059188427888781
topic,jfk_assassination,10,lone gunman,0.03769233104116324,0.0,0.03769233104116324
topic,jfk_assassination,11,gunman,0.03769233104116324,0.0,0.03769233104116324
topic,jfk_assassination,12,oswald,0.035047323420954936,0.0,0.035047323420954936
topic,jfk_assassination,13,kennedy assassination,0.034179983058142994,0.0,0.034179983058142994
topic,jfk_assassination,14,elements,0.034194480334665725,0.0006376874278640004,0.033556792906801726
topic,jfk_assassination,15,president kennedy,0.03163293480594249,0.0,0.03163293480594249
topic,jfk_assassination,16,jfk,0.031310431801641406,3.34823863685702e-05,0.031276949415272835
topic,jfk_assassination,17,jfk assassination,0.028975467763563526,3.393652335528687e-05,0.028941531240208238
topic,jfk_assassination,18,anomalies,0.04040386737329921,0.011873727021027538,0.02853014035227167
topic,jfk_assassination,19,elements government,0.028816955601612036,0.00041137062913024685,0.02840558497248179
topic,jfk_assassination,20,involvement,0.029183655334179562,0.0013411442167861943,0.027842511117393366
topic,jfk_assassination,21,involving elements,0.026497275958640164,4.686000421096703e-05,0.026450415954429197
topic,jfk_assassination,22,involving,0.027141506104011347,0.0007765709977890461,0.0263649351062223
topic,jfk_assassination,23,conspiracy involving,0.026154128021537368,0.00019785265807890527,0.025956275363458462
topic,jfk_assassination,24,evidence,0.051929133405082435,0.030386709124100172,0.021542424280982263
topic,jfk_assassination,25,bullet,0.02075008173665926,0.0,0.02075008173665926
topic,jfk_assassination,26,theory,0.02108889140091131,0.0005179546477998108,0.020570936753111498
topic,jfk_assassination,27,government conspiracy,0.020299299522943015,0.0,0.020299299522943015
topic,jfk_assassination,28,assassination president,0.019922692804171065,0.0,0.019922692804171065
topic,jfk_assassination,29,magic bullet,0.01915162457541663,0.0,0.01915162457541663
topic,jfk_assassination,30,magic,0.018985950486169294,3.508692479979612e-05,0.018950863561369498
topic,moon_landing_hoax,1,apollo,0.12335997023437356,0.0,0.12335997023437356
topic,moon_landing_hoax,2,landings,0.07985600367268636,0.0,0.07985600367268636
topic,moon_landing_hoax,3,moon,0.07734653819104392,0.0,0.07734653819104392
topic,moon_landing_hoax,4,staged,0.06233220274573964,0.0,0.06233220274573964
topic,moon_landing_hoax,5,apollo moon,0.059659531793310426,0.0,0.059659531793310426
topic,moon_landing_hoax,6,missions,0.05922662354962659,2.74976533686886e-05,0.059199125896257906
topic,moon_landing_hoax,7,nasa,0.05628792879303811,0.0003824312544548059,0.0559054975385833
topic,moon_landing_hoax,8,moon landings,0.05427896060784873,0.0,0.05427896060784873
topic,moon_landing_hoax,9,space race,0.047717773626018166,0.0,0.047717773626018166
topic,moon_landing_hoax,10,race,0.04745899517882671,3.69560856657776e-05,0.04742203909316093
topic,moon_landing_hoax,11,space,0.043667445788796014,0.004387664100494113,0.0392797816883019
topic,moon_landing_hoax,12,soviet,0.03877664310906322,0.0,0.03877664310906322
topic,moon_landing_hoax,13,union,0.036301726538033666,0.0,0.036301726538033666
topic,moon_landing_hoax,14,soviet union,0.036301726538033666,0.0,0.036301726538033666
topic,moon_landing_hoax,15,fabrication,0.035316112559716985,3.3122502233141196e-05,0.035282990057483844
topic,moon_landing_hoax,16,apollo missions,0.03480309947411745,0.0,0.03480309947411745
topic,moon_landing_hoax,17,anomalies,0.046572787743830495,0.011929879663412522,0.03464290808041797
topic,moon_landing_hoax,18,race soviet,0.03385050309950933,0.0,0.03385050309950933
topic,moon_landing_hoax,19,win space,0.033137201964681846,0.0,0.033137201964681846
topic,moon_landing_hoax,20,win,0.033137201964681846,0.0,0.033137201964681846
topic,moon_landing_hoax,21,landings staged,0.032686637017964114,0.0,0.032686637017964114
topic,moon_landing_hoax,22,government win,0.03154526664645983,0.0,0.03154526664645983
topic,moon_landing_hoax,23,data,0.03977325600072631,0.008312294834224779,0.03146096116650153
topic,moon_landing_hoax,24,lunar,0.03128742027814403,0.0,0.03128742027814403
topic,moon_landing_hoax,25,inconsistencies,0.03355682104483172,0.0031771199509541864,0.030379701093877536
topic,moon_landing_hoax,26,nasa government,0.029461333367454903,0.0,0.029461333367454903
topic,moon_landing_hoax,27,landing,0.026206828037174012,0.0,0.026206828037174012
topic,moon_landing_hoax,28,hoax,0.02234739506180882,0.0,0.02234739506180882
topic,moon_landing_hoax,29,apollo landings,0.021873321816059003,0.0,0.021873321816059003
topic,moon_landing_hoax,30,limitations,0.023075465157414623,0.0017794933752948675,0.021295971782119755
topic,mrna_vaccine_safety,1,mrna,0.10223953279171612,6.781133717545889e-05,0.10217172145454066
topic,mrna_vaccine_safety,2,safety,0.10233560894428444,0.00561417579097638,0.09672143315330806
topic,mrna_vaccine_safety,3,mrna vaccines,0.08586872098885374,2.367578958797572e-05,0.08584504519926577
topic,mrna_vaccine_safety,4,vaccines,0.08793221354132308,0.004844972671051757,0.08308724087027132
topic,mrna_vaccine_safety,5,efficacy,0.063464018595691,0.00046110173910158213,0.06300291685658942
topic,mrna_vaccine_safety,6,vaccine,0.06501939910108676,0.0029173899275187353,0.06210200917356802
topic,mrna_vaccine_safety,7,development,0.06452237179857723,0.0038360261671014943,0.060686345631475735
topic,mrna_vaccine_safety,8,safety efficacy,0.05765702117104179,0.00021351323941893634,0.05744350793162285
topic,mrna_vaccine_safety,9,term,0.050442573883560014,0.0021699380302428028,0.04827263585331721
topic,mrna_vaccine_safety,10,rapid development,0.04826519350381554,0.000361735843476279,0.047903457660339266
topic,mrna_vaccine_safety,11,long term,0.049593191117775874,0.002108827971428885,0.04748436314634699
topic,mrna_vaccine_safety,12,long,0.048572090838665316,0.002429146316589379,0.046142944522075936
topic,mrna_vaccine_safety,13,rapid,0.04829717617577222,0.002476989971828607,0.04582018620394361
topic,mrna_vaccine_safety,14,development mrna,0.03518318612923495,0.0,0.03518318612923495
topic,mrna_vaccine_safety,15,term safety,0.028128872079106658,0.00013099703658887727,0.02799787504251778
topic,mrna_vaccine_safety,16,efficacy mrna,0.027578336628985834,0.0,0.027578336628985834
topic,mrna_vaccine_safety,17,timelines,0.0256395230803616,0.0,0.0256395230803616
topic,mrna_vaccine_safety,18,vaccine safety,0.025583290259851874,3.72948780624673e-05,0.025545995381789408
topic,mrna_vaccine_safety,19,mrna vaccine,0.02441577997008117,0.0,0.02441577997008117
topic,mrna_vaccine_safety,20,pharmaceutical,0.029543954298554533,0.006225153911163625,0.023318800387390908
topic,mrna_vaccine_safety,21,data,0.03147010754104897,0.008702883001523717,0.02276722453952525
topic,mrna_vaccine_safety,22,untrustworthy,0.02291672446799633,0.00020783998125564247,0.022708884486740685
topic,mrna_vaccine_safety,23,concerns,0.029367750925183695,0.006939558630991024,0.02242819229419267
topic,mrna_vaccine_safety,24,vaccine development,0.023158218014273344,0.0007979714653038353,0.02236024654896951
topic,mrna_vaccine_safety,25,speed,0.02321039854245117,0.0009647055527931742,0.022245692989657995
topic,mrna_vaccine_safety,26,institutional incentives,0.022848322345478997,0.0008038937099277012,0.022044428635551297
topic,mrna_vaccine_safety,27,adverse,0.02221661848046805,0.0005125054339330185,0.021704113046535033
topic,mrna_vaccine_safety,28,fundamentally untrustworthy,0.02161257864007805,0.0,0.02161257864007805
topic,mrna_vaccine_safety,29,rushed timelines,0.021584885430114043,0.0,0.021584885430114043
topic,mrna_vaccine_safety,30,incentives rushed,0.021584885430114043,0.0,0.021584885430114043
topic,pearl_harbor,1,attack,0.11408002836921159,0.0004260984925294366,0.11365392987668216
topic,pearl_harbor,2,harbor,0.0999853115499923,0.0,0.0999853115499923
topic,pearl_harbor,3,pearl,0.0999853115499923,0.0,0.0999853115499923
topic,pearl_harbor,4,pearl harbor,0.0999853115499923,0.0,0.0999853115499923
topic,pearl_harbor,5,harbor attack,0.06925262076231853,0.0,0.06925262076231853
topic,pearl_harbor,6,knowledge,0.04716053021012611,0.000529623444197646,0.046630906765928466
topic,pearl_harbor,7,intelligence,0.050559507847607446,0.004214578154066824,0.04634492969354062
topic,pearl_harbor,8,government,0.05389767590083254,0.011490030127056869,0.04240764577377567
topic,pearl_harbor,9,prior,0.042009508749466164,0.00022216134664445957,0.0417873474028217
topic,pearl_harbor,10,prior knowledge,0.03959489153913882,3.296660858578138e-05,0.039561924930553036
topic,pearl_harbor,11,failures,0.04103223216294834,0.0030060657398552986,0.03802616642309304
topic,pearl_harbor,12,war,0.0354458946993484,0.001064416218194069,0.03438147848115433
topic,pearl_harbor,13,inaction,0.03339957169119454,0.0002060849309319101,0.03319348676026263
topic,pearl_harbor,14,deliberate,0.03953578255423978,0.008867266557006304,0.030668515997233473
topic,pearl_harbor,15,knowledge pearl,0.028466204142985528,0.0,0.028466204142985528
topic,pearl_harbor,16,allowed,0.02670806999547388,6.80305936841761e-05,0.026640039401789706
topic,pearl_harbor,17,government prior,0.02527699245778581,0.0,0.02527699245778581
topic,pearl_harbor,18,deliberate inaction,0.024922435421606083,0.0,0.024922435421606083
topic,pearl_harbor,19,wwii,0.023631372733796317,0.0,0.023631372733796317
topic,pearl_harbor,20,warnings,0.02372510207783171,0.00043421816023790665,0.023290883917593805
topic,pearl_harbor,21,intelligence failures,0.022431117375283086,0.00029391973542570825,0.02213719763985738
topic,pearl_harbor,22,surrounding pearl,0.01965798220095671,0.0,0.01965798220095671
topic,pearl_harbor,23,war ii,0.01860794406010065,0.0,0.01860794406010065
topic,pearl_harbor,24,world war,0.01860794406010065,0.0,0.01860794406010065
topic,pearl_harbor,25,ii,0.01860794406010065,0.0,0.01860794406010065
topic,pearl_harbor,26,justify,0.018451727703350698,0.000993480712942083,0.017458246990408616
topic,pearl_harbor,27,response,0.017895218427477228,0.0009532594650083716,0.016941958962468858
topic,pearl_harbor,28,entering,0.0167746934764376,0.0,0.0167746934764376
topic,pearl_harbor,29,intercepted,0.016650239842059756,0.0,0.016650239842059756
topic,pearl_harbor,30,events,0.01841420792035752,0.0021458901221266167,0.016268317798230906
topic,social_media_mind_control,1,algorithms,0.09327807145017035,0.0002845419899068643,0.09299352946026349
topic,social_media_mind_control,2,social media,0.09080666456861682,0.0,0.09080666456861682
topic,social_media_mind_control,3,media,0.09026414041555861,6.820759521510834e-05,0.0901959328203435
topic,social_media_mind_control,4,social,0.08512265539595876,0.0015849720863745078,0.08353768330958425
topic,social_media_mind_control,5,beliefs,0.07570921947737844,8.744156071331008e-05,0.07562177791666512
topic,social_media_mind_control,6,platforms,0.07526326169395635,0.0,0.07526326169395635
topic,social_media_mind_control,7,manipulation,0.0835884868599346,0.010251117301846696,0.07333736955808791
topic,social_media_mind_control,8,user,0.0716822246437431,0.00018317150124484238,0.07149905314249826
topic,social_media_mind_control,9,engagement,0.06971069522433561,0.00013928301061376543,0.06957141221372184
topic,social_media_mind_control,10,political beliefs,0.05973491422799079,0.0,0.05973491422799079
topic,social_media_mind_control,11,algorithmic,0.05712663338061265,9.518981171145808e-05,0.05703144356890119
topic,social_media_mind_control,12,psychology,0.0566766445910317,0.0,0.0566766445910317
topic,social_media_mind_control,13,political,0.05873542627998721,0.004169260191040293,0.05456616608894691
topic,social_media_mind_control,14,media platforms,0.0537048893401304,0.0,0.0537048893401304
topic,social_media_mind_control,15,psychology political,0.05163444234073025,0.0,0.05163444234073025
topic,social_media_mind_control,16,user psychology,0.04228472591580526,0.0,0.04228472591580526
topic,social_media_mind_control,17,media algorithms,0.04123308743847234,0.0,0.04123308743847234
topic,social_media_mind_control,18,deliberate manipulation,0.041208798219074805,0.0010753303896427907,0.040133467829432015
topic,social_media_mind_control,19,intent,0.04393097812391803,0.004398975262568295,0.03953200286134974
topic,social_media_mind_control,20,content,0.038539181899527285,0.00010438469043836927,0.03843479720908891
topic,social_media_mind_control,21,psychological,0.03291700587918038,6.387379109887043e-05,0.03285313208808151
topic,social_media_mind_control,22,profit control,0.031907543670314696,0.00012179637495970934,0.03178574729535499
topic,social_media_mind_control,23,profit,0.039957734064243036,0.008228073111853695,0.03172966095238934
topic,social_media_mind_control,24,users,0.031429820598905214,0.0,0.031429820598905214
topic,social_media_mind_control,25,manipulate,0.030979431924748797,0.000938709555552681,0.030040722369196117
topic,social_media_mind_control,26,deliberate,0.038298642396408,0.009122941036625393,0.029175701359782605
topic,social_media_mind_control,27,manipulate user,0.02815653167725506,0.0,0.02815653167725506
topic,social_media_mind_control,28,maximize,0.023893368247589326,3.0173547250164574e-05,0.023863194700339162
topic,social_media_mind_control,29,design,0.027265310847448158,0.004247880718185003,0.023017430129263154
topic,social_media_mind_control,30,beliefs profit,0.022768625225287248,0.0,0.022768625225287248
